220###Freaky Friday###Lil Dicky Featuring Chris Brown###Hip Hop
156###Contra###Logic###Hip Hop
149###Alone###Halsey Featuring Big Sean & Stefflon Don###Pop
42###Alone###Part 3###XXXTentacion
76###Doin' Fine###Lauren Alaina###Country
108###All The Stars###Kendrick Lamar & SZA###Hip Hop
55###Connected By Love###Jack White###Alternative
135###Wolves###Selena Gomez X Marshmello###Pop
263###Everyday###Logic & Marshmello###Hip Hop
156###Something 'Bout You###Sir Rosevelt###Country
46###Moonlight###XXXTentacion###Hip Hop
192###Love###Kendrick Lamar Featuring Zacari###Pop
48###Dangerous Night###Thirty Seconds To Mars###Alternative
60###You Make It Easy###Jason Aldean###Country
184###Ric Flair Drip###Offset & Metro Boomin###Hip Hop
208###Pink Lemonade###James Bay###Alternative
385###MotorSport###Migos###Nicki Minaj & Cardi B
245###King's Dead###Jay Rock###Kendrick Lamar
69###Rise Up###Imagine Dragons###Rock
95###$$$###XXXtentacion & Matt Ox###Hip Hop
54###My My My!###Troye Sivan###Pop
61###Hurt Somebody###Noah Kahan & Julia Michaels###Rock
263###Warm It Up###Logic Featuring Young Sinatra###Hip Hop
66###Parallel Line###Keith Urban###Country
72###Happens Like That###Granger Smith###Country
61###Hangin' On###Chris Young###Country
63###Beg###Jack & Jack###Pop
92###Nervous###The Neighbourhood###Rock
76###Never Be The Same###Camila Cabello###Pop
268###Narcos###Migos###Hip Hop
97###Millionaire###Chris Stapleton###Country
53###She's With Me###High Valley###Country
72###Over And Over And Over###Jack White###Alternative
147###Let You Down###NF###Hip Hop
112###Five More Minutes###Scotty McCreery###Country
89###Hurricane###The Band Of Heathens###Rock
74###Hide The Wine###Carly Pearce###Country
104###God's Plan###Drake###Hip Hop
59###The Gold###Manchester Orchestra###Alternative
46###Saturday Sun###Vance Joy###Alternative
227###Billy###6ix9ine###Hip Hop
76###Ones That Like Me###Brantley Gilbert###Country
100###Curious###Hayley Kiyoko###Pop
80###Queens Don't###RaeLynn###Country
44###Where's My Love###SYML###Alternative
97###IDGAF###Dua Lipa###Pop
314###Everything's Gonna Be Alright###David Lee Murphy & Kenny Chesney###Country
215###Stir Fry###Migos###Hip Hop
118###Wait###Maroon 5###Pop
171###Coming Home###Keith Urban Featuring Julia Michaels###Country
78###What's Mine Is Yours###Kane Brown###Country
52###Severed###The Decemberists###Rock
77###I Was Jack (You Were Diane)###Jake Owen###Country
57###Sober Up###AJR Featuring Rivers Cuomo###Alternative
216###Top Off###DJ Khaled Featuring JAY Z###Future & B
51###Right Left Wrong###Three Days Grace###Rock
45###Hooked###Dylan Scott###Country
66###The Middle###Zedd###Maren Morris & Grey
120###Celebrate###Dirty Heads Featuring The Unlikely Candidates###Alternative
122###Sativa###Jhene Aiko Featuring Swae Lee Or Rae Sremmurd###Hip Hop
137###X###ScHoolboy Q###2 Chainz & Saudi
64###Going To Mars###Judah & The Lion###Alternative
63###One Foot###WALK THE MOON###Alternative
87###Beautiful Trauma###P!nk###Pop
192###Friends###Marshmello & Anne-Marie###Pop
65###Drunk Girl###Chris Janson###Country
82###I Fall Apart###Post Malone###Hip Hop
265###Walk It Talk It###Migos Featuring Drake###Hip Hop
241###NBAYoungboat###Lil Yachty Featuring NBA YoungBoy###Hip Hop
182###Rubbin Off The Paint###YBN Nahmir###Hip Hop
65###(Fuck A) Silver Lining###Panic! At The Disco###Rock
68###Hold Me Tight Or Don't###Fall Out Boy###Rock
179###Dark Knight Dummo###Trippie Redd Featuring Travis Scott###Hip Hop
60###Someone To You###BANNERS###Rock
69###Born For Greatness###Papa Roach###Rock
64###Los Ageless###St Vincent###Alternative
63###Tell Me You Love Me###Demi Lovato###Pop
82###Scary Love###The Neighbourhood###Alternative
53###Woman###Amen###Dierks Bentley
186###Bartier Cardi###Cardi B Featuring 21 Savage###Hip Hop
258###Zombie###Bad Wolves###Rock
53###Handyman###AWOLNATION###Alternative
54###In My Blood###Shawn Mendes###Pop
69###Legend###The Score###Rock
99###Turn###The Wombats###Alternative
172###Infinity (888)###XXXtentacion Featuring Joey Bada$$###Hip Hop
121###Outside Today###YoungBoy Never Broke Again###Hip Hop
33###I Feel Like I'm Drowning###Two Feet###Alternative
289###66###Lil Yachty Featuring Trippie Redd###Hip Hop
325###Powerglide###Rae Sremmurd & Juicy J###Hip Hop
55###She Ain't In It###Jon Pardi###Country
126###Trust Fund Baby###Why Don't We###Pop
233###River###Eminem Featuring Ed Sheeran###Hip Hop
93###Booty###Blac Youngsta###Hip Hop
230###18###My Silent Bravery###Rock
62###Heart Break###Lady Antebellum###Country
92###Delicate###Taylor Swift###Pop
149###Finesse###Bruno Mars & Cardi B###Hip Hop
39###Sad!###XXXTentacion###Hip Hop
105###Wassup###Logic Featuring Big Sean###Hip Hop
118###Speakers###Bleachers And Preachers###Brandon Lay
104###New Rules###Dua Lipa###Pop
29###Astronaut (Something About Your Love)###Mansionair###Alternative
65###Break Up In The End###Cole Swindell###Country
72###Lights Down Low###MAX Featuring gnash###Pop
68###Make Me Feel###Janelle Monae###Pop
242###44 More###Logic###Hip Hop
62###No Roots###Alice Merton###Alternative
122###Female###Keith Urban###Country
273###Walk On Water###Thirty Seconds To Mars###Pop
97###One Number Away###Luke Combs###Country
115###Walking On Water###NEEDTOBREATHE###Rock
59###I Hope You're Happy###Blue October###Alternative
148###Nowadays###Lil Skies Featuring Landon Cube###Hip Hop
133###For The First Time###Darius Rucker###Country
267###Wild West###Runaway June###Country
203###Red Roses###Lil Skies Featuring Landon Cube###Hip Hop
139###Overnight###Logic###Hip Hop
68###I'd Be Jealous Too###Dustin Lynch###Country
51###Thunder###Imagine Dragons###Rock
100###A Little Dive Bar In Dahlonega###Ashley McBryde###Country
296###Mercy###Brett Young###Country
271###Devil###Shinedown###Rock
156###Unstoppable###The Score###Rock
74###Singles You Up###Jordan Davis###Country
98###I Love You###Will You Marry Me###Yungblud
173###All On Me###Devin Dawson###Country
90###Run For Cover###The Killers###Alternative
64###Say Amen (Saturday Night)###Panic! At The Disco###Alternative
86###Happy Hour###Weezer###Alternative
65###No Excuses###Meghan Trainor###Pop
167###Can't Deny Me###Pearl Jam###Alternative
116###We Fight###Dashboard Confessional###Alternative
80###Feel It Still###Portugal The Man###Rock
160###Void###The Neighbourhood###Rock
80###ThunderYoung Dumb & Broke (Medley)###Imagine Dragons + Khalid###Rock
51###House On Fire###Rise Against###Alternative
86###Most People Are Good###Luke Bryan###Country
175###Hardaway###Derez De'Shon###Hip Hop
45###Thought Contagion###Muse###Alternative
92###Bad At Love###Halsey###Pop
67###Born To Love You###LANCO###Country
108###Three Chords & The Truth###Chase Rice###Country
186###Tempo###Chris Brown###Hip Hop
33###Broken Halos###Chris Stapleton###Country
113###Psycho###Post Malone Featuring Ty Dolla $ign###Hip Hop
157###Up Down###Morgan Wallen Featuring Florida Georgia Line###Country
94###Tequila###Dan + Shay###Country
168###Him & I###G-Eazy & Halsey###Hip Hop
83###Marry Me###Thomas Rhett###Country
90###Perfect###Ed Sheeran###Pop
53###On The Loose###Niall Horan###Pop
86###Can We Hang On###Cold War Kids###Alternative
81###Shoot Me Straight###Brothers Osborne###Country
59###Kinda Don't Care###Justin Moore###Country
18###Wild Love###James Bay###Rock
268###Pick It Up###Famous Dex Featuring A$AP Rocky###Hip Hop
116###Broken###lovelytheband###Alternative
0###For The Damaged Coda###Blonde Redhead###Rock
30###Say Something###Justin Timberlake Featuring Chris Stapleton###Pop
71###Next To Me###Imagine Dragons###Rock
42###Two High###Moon Taxi###Alternative
166###Lemon###N*E*R*D & Rihanna###Hip Hop
67###Live In The Moment###Portugal The Man###Alternative
70###Going Down!###XXXTentacion###Hip Hop
65###Sorry###Nothing But Thieves###Alternative
185###Best Friend###Sofi Tukker Featuring NERVO###The Knocks & Alisa Ueno
132###Gummo###6ix9ine###Hip Hop
104###Believer###Imagine Dragons###Rock
