Count###Song###Artist###Genre63###Hope###XXXTentacion###Hip Hop
179###Rich###Maren Morris###Country
101###Get To You###Michael Ray###Country
64###Safari Song###Greta Van Fleet###Rock
379###Criminal###Lindsay Ell###Country
91###At The Club###Jacquees X Dej Loaf###Hip Hop
62###I Like Me Better###Lauv###Pop
36###Everybody Wants To Be Famous###Superorganism###Alternative
75###Meant To Be###Bebe Rexha & Florida Georgia Line###Country
49###White Flag###Bishop Briggs###Alternative
154###Get Out###CHVRCHES###Alternative
135###BoomTrap Protocol###Logic###Hip Hop
183###Plain Jane###A$AP Ferg Featuring Nicki Minaj###Hip Hop
126###Plug Walk###Rich The Kid###Hip Hop
58###You Worry Me###Nathaniel Rateliff & The Night Sweats###Alternative
145###Mine###Bazzi###Pop
40###Everybody's Lonely###Jukebox The Ghost###Alternative
34###Red Cold River###Breaking Benjamin###Rock
798###Butterflies###Kacey Musgraves###Country
69###The Long Way###Brett Eldredge###Country
1509###The Mountain###Three Days Grace###Rock
127###Havana###Camila Cabello Featuring Young Thug###Pop
82###Take Back Home Girl###Chris Lane Featuring Tori Kelly###Country
112###Heaven###Kane Brown###Country
69###Rearview Town###Jason Aldean###Country
326###This Is It###Scotty McCreery###Country
72###Merengue###Kent Jones###Pop
171###New Freezer###Rich The Kid Featuring Kendrick Lamar###Hip Hop
81###The Remedy For A Broke Heart (Why Am I So In Love)###XXXTentacion###Hip Hop
109###Pray For Me###The Weeknd & Kendrick Lamar###Hip Hop
188###Midnight###Logic###Hip Hop
84###Sit Next To Me###Foster The People###Alternative
80###Kiss Somebody###Morgan Evans###Country
220###Changes###XXXTentacion###Hip Hop
253###Want You Back###5 Seconds Of Summer###Pop
435###Bulletproof###Godsmack###Rock
99###I Lived It###Blake Shelton###Country
212###Yuck###Logic###Hip Hop
188###Up All Night###Beck###Alternative
50###Gone Away###Five Finger Death Punch###Rock
103###Favorite Color Is Blue###Robert DeLong + KFlay###Alternative
184###Look Alive###BlocBoy JB Featuring Drake###Hip Hop
83###Mystery Of Love###Sufjan Stevens###Rock
105###Whatever It Takes###Imagine Dragons###Alternative
179###Rockstar###Post Malone Featuring 21 Savage###Hip Hop
212###Boy###Lee Brice###Country
221###Indica Badu###Logic Featuring Wiz Khalifa###Hip Hop
60###Doubt###Joywave###Alternative
193###&Run###Sir Sly###Alternative
74###Get You###Daniel Caesar Featuring Kali Uchis###Hip Hop
61###Waking Lions###Pop Evil###Rock
27###Boom!###Lil Yachty Featuring Ugly God###Hip Hop
